False	We constructed recombinant viruses based on the herpes simplex virus type 1 mutant tsK which individually were able to express the products of four viral DNA replication genes (UL5,  <e1> UL8 </e1> , UL9 and  <e2> UL52 </e2> ) in the absence of any of the other proteins required for viral DNA synthesis.
False	The undifferentiated cells (a) were unable to spread on gelatin or  <e1> laminin </e1>  and grew as rounded colonies, although they were able to spread on fibronectin (b) showed reduced adhesion to  <e2> laminin </e2> , but not fibronectin (c) expressed much reduced levels of beta1 integrin, although levels of alpha5 and alphaV were wild-type (d) were less polarized with increased membrane protrusions compared with a vinculin (-/-) ES cell mutant (e) were unable to assemble vinculin or paxillin-containing focal adhesions or actin stress fibers on fibronectin, whereas vinculin (-/-) ES cells were able to assemble talin-containing focal adhesions.
True	From previous work, the BNI1,  <e1> GIC1 </e1> , and GIC2 gene products also appear to be involved in linking Cdc42p to the  <e2> actin </e2>  cytoskeleton.
True	Interaction of  <e1> Munc-18-2 </e1>  with syntaxin 3 controls the association of apical  <e2> SNAREs </e2>  in epithelial cells.
False	Immunolocalization of E-cadherin ( <e1> E-cad </e1> ), alpha-catenin, beta-catenin, and  <e2> CD44 </e2>  has rarely been investigated in human cholangiocarcinoma (CC).
True	The potentiating effect of  <e1> insulin </e1>  appears to involve increases in the expression of cyclin E and decreases in the expression of the cyclin-dependent kinase inhibitor  <e2> p27 </e2> (Kip1).
True	Several lines of evidence show that the profilins fully renature after removal of the urea by dialysis: 1) dialyzed Acanthamoeba and human profilins rebind quantitatively to poly-L-proline and bind to actin in the same way as native, conventionally purified profilin without urea treatment; 2) dialyzed profilins form 3-D crystals under the same conditions as native profilins; 3) dialyzed Acanthamoeba  <e1> profilin-I </e1>  has an NMR spectrum identical with that of native  <e2> profilin-I </e2> ; and 4) dialyzed human and Acanthamoeba profilins inhibit actin polymerization.
False	The domain consists of a mixed alpha-helical/beta-sheet fold that resembles a circular permutation of the actin/poly-proline binding protein,  <e1> profilin </e1> , and the  <e2> GAF/PAS </e2>  family of regulatory modules.
False	Chick embryo fibroblasts contain about 75-100 microM unpolymerized actin and at least four proteins which can bind actin monomers, actin depolymerizing factor (ADF), gelsolin,  <e1> profilin </e1> , and thymosin beta4 ( <e2> Tbeta4 </e2> ).
True	DR3 signal transduction is mediated by a complex of intracellular signaling molecules including TRADD,  <e1> TRAF2 </e1> ,  <e2> FADD </e2> , and FLICE.
