True	 <e1> Insulin </e1> -induced phospholipase D1 and phospholipase D2 activity in human embryonic kidney-293 cells mediated by the  <e2> phospholipase Cgamma </e2>  and protein kinase Calpha signalling cascade.
False	These results indicate that oTP-1 may prevent luteolysis by inhibiting development of endometrial responsiveness to  <e1> oxytocin </e1>  and, therefore, reduce  <e2> oxytocin </e2> -induced synthesis of IP3 and PGF2 alpha
True	When this parental line was treated with  <e1> PI-PLC </e1> ,  <e2> Abeta40 </e2> , Abeta42, and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PI-PLC
False	Immunohistochemical localization of  <e1> leptin </e1>  and  <e2> uncoupling protein </e2>  in white and brown adipose tissue
False	The maximal  <e1> insulin </e1>  responses induced by OT and AVP were very similar, but the threshold and maximal doses of AVP for increasing plasma  <e2> insulin </e2>  were higher than those of OT
True	However, the  <e1> AVP </e1> -dependent stimulation required activation of  <e2> protein kinase C </e2>  (PKC), whereas the inhibition was PKC independent, indicating that the NGF-induced signaling pathways leading to inhibition and stimulation of HCO3- absorption are distinct
False	The data obtained suggest (i) that selective  <e1> oxytocin </e1>  receptors are present on the membranes of guinea-pig antral smooth muscle cells, (ii) that the oxytocin-related relaxation may result from the activation of Ca(2+)-sensitive K+ conductivity via activation of  <e2> IP3 </e2> -induced release of Ca2+ from the submembrane located cisternae of the sarcoplasmic reticulum Ca2+ stores and (iii) in turn, this evokes a non-inactivating component of IK, hyperpolarizing the cell membrane
True	Analyses of hormone regulation of expression of mRNA for the aleurone RNase revealed that, like the pattern for  <e1> alpha-amylase </e1> , mRNA levels increased in the presence of  <e2> gibberellic acid </e2> , and its antagonist abscisic acid prevented this effect
False	Since the MARCKS protein has been implicated in neurosecretion and is phosphorylated by PKC in synaptosomes, studies were carried out to determine whether  <e1> AVP </e1>  might cause MARCKS phosphorylation in the ovine anterior pituitary, and to determine whether this phenomenon might be temporally correlated with  <e2> PKC </e2>  translocation and the release of ACTH
False	At equimolar concentrations of  <e1> leptin </e1>  and  <e2> NPY </e2>  (10(-12) to 10(-6) M) the observed lipolytic activity is comparable to the basal lipolytic activity, except at a concentration of 10(-9) M where upon a significant increase in lipolysis is observed
False	These results indicate that  <e1> UCP </e1>  gene expressions during pregnancy are regulated tissue-dependently, and up-regulation of uterine  <e2> UCP2 </e2>  and UCP3 mRNA may be due to increased leptin levels
False	The present studies compared the effects of  <e1> insulin </e1>  in rat adipocytes with the effects of  <e2> oxytocin </e2>  and peroxovanadate, which mimic some effects of insulin
True	The induction of  <e1> alpha-amylase </e1>  triggered by  <e2> gibberellic acid </e2>  in barley embryos is repressed by sugars
False	A negative correlation between WAT O2 consumption and UCP2 expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle UCP2 expression, as well as for plasma  <e1> leptin </e1>  and WAT  <e2> leptin </e2>  expression
True	The expression of uterine UCP2 and UCP3 were up-regulated by 3.2- and 1.5-fold, respectively, during the late stage of pregnancy with an increase of WAT leptin mRNA expression and exogenous administration of  <e1> leptin </e1>  resulted in induction of the uterine UCP2 and  <e2> UCP3 </e2>  levels
False	The  <e1> phospholipase C </e1>  inhibitor U 71322 prevented the activation of  <e2> phospholipase C </e2>  by A beta P
True	The specific  <e1> protein kinase C </e1>  (PKC) inhibitor chelerythrine (5 micrometers) inhibited PTH-,  <e2> AVP </e2> -, PGE2-, and adenosine-stimulated Ca2+ reabsorption by 77%, 67%, 79%, and 100%, respectively
False	Roles of GTP and  <e1> phospholipase C </e1>  in the potentiation of Ca(2+)-induced  <e2> insulin </e2>  secretion by glucose in rat pancreatic islets
False	Fasting, with or without leptin administration, did not affect BAT  <e1> UCP-2 </e1>  mRNA; however, leptin administration to ad libitum fed rats significantly increased BAT  <e2> UCP-2 </e2>  mRNA, to 138% of control
True	 <e1> UCP2 </e1> , UCP3 and leptin gene expression: modulation by food restriction and  <e2> leptin </e2> 
False	To elucidate the pathophysiologic significance of  <e1> UCP3 </e1>  and UCP2 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with leptin receptor defect, and investigated expression of the genes encoding  <e2> UCP3 </e2>  and UCP2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative
True	It is possible that this  <e1> phospholipase C </e1>  stimulation by  <e2> amyloid </e2>  beta protein is a receptor-mediated process
True	Arcuate nucleus  <e1> NPY </e1>  mRNA increased in rats given protein-free diet, correlating with  <e2> leptin </e2>  rather than decreased feeding
False	In conclusion, 1) UCP-2 messenger ribonucleic acid expression in sc adipose tissue is inversely related to adiposity and independently linked to local plasma  <e1> leptin </e1>  levels; and 2)  <e2> UCP-2 </e2>  expression is not acutely regulated by food intake, insulin, or fatty acids
False	Pretreatment for 24 h with 1 microM PMA downregulated expression of PKC-alpha and -delta, but not  <e1> PKC-epsilon </e1> , and prevented the Ca2+-spiking responses to either 1 nM PMA or 100 pM  <e2> AVP </e2> 
False	Furthermore, immunocytochemical studies showed the  <e1> A beta </e1> -induced neuronal MAC expression on the SH-SY5Y cells after CD59 was removed by  <e2> PIPLC </e2>  or blocked by anti-CD59 antibody
False	The relative risks between highest and lowest quarters of  <e1> flavonoid </e1>  intake adjusted for age, smoking, serum  <e2> cholesterol </e2>  concentration, blood pressure, and body mass index were 0.69 (95% confidence interval 0.53 to 0.90) and 0.54 (0.33 to 0.87) for total and coronary mortality, respectively
False	To determine the functional significance of the interaction of  <e1> PLCgamma </e1>  and the IR, we used a specific inhibitor of PLC, U73122, or microinjection of SH2 domain glutathione S-transferase fusion proteins derived from  <e2> PLCgamma </e2>  to block insulin-stimulated GLUT4 translocation
True	 <e1> Vasopressin </e1>  stimulates tyrosine phosphorylation by activation of  <e2> PKC </e2>  in the rat smooth muscle cell line, A-10
True	The glycosyl-phosphatidylinositol anchored protein, membrane dipeptidase (EC 3.4.13.19) is released from the surface of 3T3-L1 adipocytes in response to  <e1> insulin </e1>  treatment through the action of a  <e2> phospholipase C </e2> 
False	 <e1> Insulin </e1>  was conjugated to  <e2> phospholipase C </e2>  by a three-step procedure with hetero-bifunctional crosslinking reagents, succinimidyl 4-(N-maleimidomethyl)cyclohexane-1-carboxylate and 3-(2-pyridyldithio)propionic acid N-hydroxysuccinimide ester
