False	Interaction of the  <e1> p85 </e1>  subunit of PI 3-kinase with the insulin receptor ( <e2> IR </e2> ) and the IGF-1 receptor (IGF-1R) was investigated using the two-hybrid system by assessing for his3 and lacZ activation in S. cerevisiae.
False	The products of the RBP1 and  <e1> RBP2 </e1>  genes are ubiquitously expressed, large (200 kDa for RBP1 and 195 kDa for  <e2> RBP2 </e2> ) nuclear phosphoproteins with structural motifs that suggest a role in transcriptional regulation.
False	An E2F complex containing mainly  <e1> E2F4 </e1>  and pRb2/p130 ( <e2> E2F </e2> -G0/G1 complex) appears when DNA synthesis arrests, replacing the cyclinA/cdk2 containing E2F complex of proliferating myoblasts (E2F-G1/S complex).
False	The human pituitary hormones, growth hormone ( <e1> hGH </e1> ) and prolactin ( <e2> hPRL </e2> ), regulate a large variety of physiological processes, among which are growth and differentiation of muscle, bone and cartilage cells, and lactation.
True	The molecular adapter  <e1> c-Cbl </e1>  is rapidly tyrosine phosphorylated following stimulation through the TCR and associates with Src homology domain-2 (SH2)/SH3 domain-containing adapters such as Grb2,  <e2> Crk </e2> , and Crk-L, which interact with guanine nucleotide exchange factors specific for the Ras family.
True	Characterization of the  <e1> retinoblastoma </e1>  binding proteins RBP1 and  <e2> RBP2 </e2> .
False	In addition, PCR analysis of  <e1> p76 </e1> -expressing cells could not detect splicing of the extracellular domain of the cloned  <e2> IL-7R </e2> , thereby excluding the possibility that the p76 IL-7R is a previously undescribed splice variant of the cloned IL-7R.
True	 <e1> TAFII55 </e1>  is shown to interact with the largest subunit ( <e2> TAFII230 </e2> ) of human TFIID through its central region and with multiple activators--including Sp1, YY1, USF, CTF, adenoviral E1A, and human immunodeficiency virus-type 1 Tat proteins--through a distinct amino-terminal domain.
False	The formation of native heterotrimeric  <e1> G alpha beta gamma </e1>  complexes, as measured by pertussis toxin ADP-ribosylation of G alpha, could be disrupted by increasing amounts of  <e2> Raf/330 </e2> , with an EC50 of approximately 200 nM, in close agreement with the estimated binding affinity.
False	Three naturally occurring ligands for the  <e1> IL-1 receptor </e1>  (IL1R) exist: the agonists IL-1alpha and  <e2> IL-1beta </e2>  and the IL-1-receptor antagonist IL1RA (ref. 2).
False	Moreover, mutation of Raf-1 residues 143-145 impairs binding of 14-3-3, but not  <e1> Ras </e1> , to the  <e2> Raf-CRD </e2> .
False	IL-7-driven proliferation is mediated via high affinity IL-7R, and accordingly, Scatchard analysis revealed that, like the p90 IL-7R, the  <e1> p76 </e1>   <e2> IL-7R </e2>  bound IL-7 with dual (high; Kd 38 pM and low; Kd 360 pM) affinity.
False	Comparison of messenger RNA gene expression of extracellular matrix proteins (procollagen I, collagenase, elastin, hyaluronic acid synthase 2, hyaluronidase,  <e1> fibronectin </e1> , cd44,  <e2> fibromodulin </e2> , and decorin) across cell passages (3, 4, 5, 6, 10, and 12 fornormal laminapropria and 3, 4, 5, 6, and 10 for tracheal scar) revealed varied growth patterns.
False	In the present study we observe that a monoclonal antibody specific for p60 can, on the one hand, inhibit formation of mature PR complexes containing heat shock protein 90 ( <e1> hsp90 </e1> ),  <e2> p23 </e2> , and immunophilins and, on the other, enhance recovery of early PR complexes containing hsp70 and Hip (p48).
False	Interleukin-13 ( <e1> IL-13 </e1> ) is a cytokine secreted by activated T lymphocytes that shares many, but not all, biological activities with  <e2> IL-4 </e2> .
True	We studied the capacity of these mutants to form an  <e1> IL-6 </e1> / <e2> IL-6R </e2>  complex and their ability to transduce the signal.
False	Our data indicate that, in differentiating myocytes, one mechanism through which MyoD induces permanent cell cycle arrest involves  <e1> p21 </e1>  upregulation and suppression of the proliferation-associated cdks-containing  <e2> E2F </e2>  complexes formation.
True	These data imply that IL-6-induced dimerization of sIL-6R is not the driving force in promoting formation of the hexameric ( <e1> IL-6 </e1>   <e2> IL-6R </e2>  gp130)2 complex.
False	In competition experiments, the carboxyl terminus of beta-adrenergic receptor kinase ( <e1> beta ARK </e1> ) blocked the binding of  <e2> G beta gamma </e2>  to Raf/330; however, the Raf-1-binding proteins, Ras and 14-3-3, had no effect.
True	Cluster Group B antibodies, including M67 and Ki-1, do not affect  <e1> CD30L </e1>  binding to  <e2> CD30 </e2> .
False	Analysis of p53, p21( <e1> CIP1 </e1> ), p15( <e2> INK4b </e2> ), p16(INK4a), and p57(KIP2) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
False	In contrast to  <e1> hTAFII28 </e1> , hTAFII18 is a TFIID beta-specific hTAFII.  <e2> hTAFII20 </e2>  is the homologue of p22, an alternatively spliced form of dTAFII30 alpha (p32).
False	We have identified a new TNF-related ligand, designated human GITR ligand ( <e1> hGITRL </e1> ), and its human receptor (hGITR), an ortholog of the recently discovered murine glucocorticoid-induced TNFR-related ( <e2> mGITR </e2> ) protein [4].
False	This work shows that single and double Ala substitutions of His18 and Phe21 in IL-8 reduced up to 77-fold the binding affinity to IL-8 receptor subtypes A (CXCR1) and B ( <e1> CXCR2 </e1> ) and to the  <e2> Duffy antigen </e2> .
False	The carboxy-terminal region of dystrophin has previously been shown to interact directly with  <e1> alpha1 syntrophin </e1> , a cytoplasmic component of the  <e2> dystrophin </e2> -glycoprotein complex, by in vitro biochemical studies such as overlay assay or immunoprecipitation.
False	Furthermore, a partial  <e1> TFIID </e1>  complex containing Drosophila TATA binding protein (dTBP), human TAFII250, dTAFII60, and dTAFII40 supported activation by a Gal4-p53 fusion protein in vitro, whereas  <e2> TBP </e2>  or a subcomplex lacking TAFII40 and TAFII60 did not.
