false	These agents, including norfloxacin, ciprofloxacin, ofloxacin,  <e1> enoxacin </e1> , and  <e2> lomefloxacin </e2> , have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	The  <e1> fluoroquinolones </e1>  are a rapidly growing class of  <e2> antibiotics </e2>  with a broad spectrum of activity against gram-negative and some gram-positive aerobic bacteria. 
false	These agents, including norfloxacin, ciprofloxacin,  <e1> ofloxacin </e1> , enoxacin, and  <e2> lomefloxacin </e2> , have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	These agents, including norfloxacin,  <e1> ciprofloxacin </e1> ,  <e2> ofloxacin </e2> , enoxacin, and lomefloxacin, have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	These agents, including  <e1> norfloxacin </e1> ,  <e2> ciprofloxacin </e2> , ofloxacin, enoxacin, and lomefloxacin, have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	Advantages offered by this class of  <e1> antibiotics </e1>  include optimal pharmacokinetics, effectiveness against multidrug-resistant organisms, and oral administration even when parenteral  <e2> antibiotics </e2>  are generally used. 
false	These agents, including  <e1> norfloxacin </e1> , ciprofloxacin,  <e2> ofloxacin </e2> , enoxacin, and lomefloxacin, have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	In order to provide information for the appropriate package insert labeling of  <e1> progestin-only oral contraceptives </e1>  ( <e2> POC </e2> ) in the US, a comprehensive review was made of norgestrel (0.075 mg) and norethindrone (0.35 mg), with the clinical differences indicated where applicable.  
false	In order to provide information for the appropriate package insert labeling of progestin-only oral contraceptives ( <e1> POC </e1> ) in the US, a comprehensive review was made of  <e2> norgestrel </e2>  (0.075 mg) and norethindrone (0.35 mg), with the clinical differences indicated where applicable.  
false	In order to provide information for the appropriate package insert labeling of progestin-only oral contraceptives ( <e1> POC </e1> ) in the US, a comprehensive review was made of norgestrel (0.075 mg) and  <e2> norethindrone </e2>  (0.35 mg), with the clinical differences indicated where applicable.  
false	In order to provide information for the appropriate package insert labeling of progestin-only oral contraceptives (POC) in the US, a comprehensive review was made of  <e1> norgestrel </e1>  (0.075 mg) and  <e2> norethindrone </e2>  (0.35 mg), with the clinical differences indicated where applicable.  
false	These agents, including norfloxacin, ciprofloxacin,  <e1> ofloxacin </e1> ,  <e2> enoxacin </e2> , and lomefloxacin, have been extensively studied and have demonstrated efficacy and safety profiles comparable to those of other traditional agents for the treatment of complicated or uncomplicated urinary tract infections and prostatitis. 
false	To investigate the effects of antimicrobial combinations of GL with four kinds of  <e1> antibiotics </e1>  (ampicillin,  <e2> cefazolin </e2> , oxytetracycline and chloramphenicol), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	To investigate the effects of antimicrobial combinations of  <e1> GL </e1>  with four kinds of antibiotics (ampicillin, cefazolin,  <e2> oxytetracycline </e2>  and chloramphenicol), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	To investigate the effects of antimicrobial combinations of GL with four kinds of  <e1> antibiotics </e1>  (ampicillin, cefazolin, oxytetracycline and  <e2> chloramphenicol </e2> ), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	To investigate the effects of antimicrobial combinations of GL with four kinds of antibiotics (ampicillin, cefazolin,  <e1> oxytetracycline </e1>  and  <e2> chloramphenicol </e2> ), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	To investigate the effects of antimicrobial combinations of GL with four kinds of antibiotics ( <e1> ampicillin </e1> ,  <e2> cefazolin </e2> , oxytetracycline and chloramphenicol), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	To investigate the effects of antimicrobial combinations of GL with four kinds of  <e1> antibiotics </e1>  (ampicillin, cefazolin,  <e2> oxytetracycline </e2>  and chloramphenicol), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	Antimicrobial activity of  <e1> Ganoderma lucidum extract </e1>  alone and in combination with some  <e2> antibiotics </e2> .
false	In order to provide information for the appropriate package insert labeling of  <e1> progestin-only oral contraceptives </e1>  (POC) in the US, a comprehensive review was made of norgestrel (0.075 mg) and  <e2> norethindrone </e2>  (0.35 mg), with the clinical differences indicated where applicable.  
effect	The antimicrobial combinations of  <e1> GL </e1>  with four  <e2> antibiotics </e2>  resulted in additive effect in most instances, synergism in two instances, and antagonism in two instances. 
false	To investigate the effects of antimicrobial combinations of  <e1> GL </e1>  with four kinds of antibiotics (ampicillin, cefazolin, oxytetracycline and  <e2> chloramphenicol </e2> ), the fractional inhibitory concentration index (FICI) was determined by checkerboard assay for each strain. 
false	In order to provide information for the appropriate package insert labeling of  <e1> progestin-only oral contraceptives </e1>  (POC) in the US, a comprehensive review was made of  <e2> norgestrel </e2>  (0.075 mg) and norethindrone (0.35 mg), with the clinical differences indicated where applicable.  
